1	-114.940660	91.165714	61.680575	-186.176253	-248.645314	46.074008
2	76.159661	-52.723324	173.557865	652.602015	1106.627088	116.333371
3	3.239375	-5.341534	10.068928	-28.285974	-36.352387	-10.184663
4	-1.853682	41.924884	24.424254	241.655718	-9.119741	102.283207
5	222.034168	-643.524252	2403.591975	-642.277370	-276.053167	-272.057425
6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	3093.671488	1275.742749	4309.442295	-2971.043535	1466.519237	1770.809197
8	689.003619	-437.359328	743.776193	860.365296	772.117765	-374.611058
9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	280.343495	676.379643	890.876980	3763.832686	-2194.735467	333.431955
11	592.918801	53.562813	282.593286	288.697323	-697.980272	-333.494729
12	335.478393	236.004821	428.883698	-175.493767	581.065227	-130.769781
13	-429.427898	711.228621	1057.160693	1042.645172	-94.403394	624.978139
14	-804.982899	-648.974769	-73.997234	-1702.302936	1174.293118	1712.887934
15	-470.128854	-340.237792	1021.979824	-660.058512	197.872280	-305.087828
16	-248.646390	-1190.299488	875.280439	-96.546818	556.763793	540.506932
17	-63.868712	42.605264	54.684332	21.120783	94.447894	-85.230436
18	20.950975	-7.279353	7.788089	21.949748	87.398203	22.641467
19	-151.537525	-347.722086	176.146367	-22.601523	86.457860	133.832442
20	-76.512703	67.256711	43.767236	-279.994266	-362.409627	50.435064
21	-83.485423	-642.564908	1445.471976	693.698249	179.718172	112.053365
22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	-586.689609	-807.688082	1549.659611	87.636080	55.341231	69.951473
27	-20.883216	29.416466	111.525680	-984.339863	-222.165696	-64.095146
28	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	-190.231272	261.132819	203.033296	-42.997645	-28.653774	18.877265
30	-16.456184	0.884427	40.403308	31.546531	112.059867	15.574136
31	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	-141.191166	-122.004664	281.019179	318.862266	-34.126133	267.789308
33	104.998632	135.474623	52.436492	-326.878933	248.318789	5.433262
34	-391.124064	-279.891144	429.860461	746.407542	-233.554001	666.524536
35	256.680044	426.216931	257.826519	-258.562092	247.330271	-187.743283
36	-97.242975	-513.374534	245.119965	-1349.406576	219.933289	-51.405693
37	-226.645370	-24.209279	116.620689	-59.791040	866.017903	64.601405
38	-72.003605	-56.238266	140.106860	-52.111219	-273.683171	-166.679990
39	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	-280.555500	-230.147643	256.023577	-461.398474	-202.902451	-605.886469
41	1072.635810	-1129.499029	1597.436643	374.856728	399.299477	344.697870
42	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	616.354866	-616.705635	552.146220	-1499.421351	-1565.274034	-82.651934
45	162.196001	-11.285924	92.864769	-130.175726	-209.772822	145.243320
46	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	-28.779845	359.620334	294.842297	-381.156165	51.243849	4.538241
48	-4.650377	-3.984798	3.109742	0.492005	-12.727245	-2.117980
49	-116.171244	-224.296689	126.433137	315.561146	-231.704508	-190.275342
50	277.276933	276.160007	320.094287	194.930198	167.921810	-307.473702
51	-313.984967	555.341960	903.092741	-149.036977	-516.241358	213.241950
